"X_index","X_uuid","reported_date"
195,"5ec80f9a-43cc-484b-8775-a45e509b0022",2020-02-17
196,"a1062294-43b9-4a68-be41-f3b6f89ea4b4",2020-02-17
197,"7d6a7377-5a4a-42d7-ae22-156db2a9f8cc",2020-02-17
198,"5b00a9a7-4c34-4863-a32e-ed5991167075",2020-02-17
199,"029c2aa8-29e7-4b20-b00f-cb2464fc1e82",2020-02-17
200,"ebb20aaf-653b-4483-8f1a-d025353c7d95",2020-02-17
201,"cea0e777-ccbe-45a3-b6a6-94408f261be7",2020-02-17
202,"c9aef421-c598-4956-af09-0625015186b8",2020-02-17
203,"eba006d7-9088-4bea-ba5a-0401b3ad3964",2020-02-17
204,"6a8b0c1d-a497-4207-b222-754c72e0d635",2020-02-17
205,"1bc4e793-b70e-4921-af77-195656483d66",2020-02-17
206,"c2696853-24e9-4781-96c4-1ca390e9bdaf",2020-02-17
207,"f5cba7f4-8e71-4403-a660-20a7712f02ff",2020-02-17
208,"41c547d2-45cf-4d9e-ad89-849e67a8b26d",2020-02-17
209,"88cc0e78-a9ef-478f-b385-999439d695e8",2020-02-17
210,"60ccb399-860f-4b3c-a9d0-2f9a2fe94cfa",2020-02-17
211,"97f15147-db2b-4c72-91fc-a2b0696631a0",2020-02-17
212,"9b9fa7dd-f040-4c71-b535-0cd1a8ee0740",2020-02-17
213,"9323a690-56c0-47c6-88c0-ef921961deac",2020-02-17
214,"f43e71c1-9bb1-4a95-b626-eefff874f1b7",2020-02-17
215,"2d9a3ba9-0914-4b36-a573-b9e36ef81f3d",2020-02-17
216,"8527d028-a169-46c2-8431-483d08e5ed49",2020-02-17
217,"618e3b3d-1d9b-4ce7-a46d-5368c891160c",2020-02-17
218,"27496696-5e5d-49b3-996b-da64248e290b",2020-02-17
219,"467e9ed1-90b9-414a-9466-fa65d705fc76",2020-02-17
220,"2e34928c-3d89-4749-869a-c61b14add815",2020-02-17
221,"b688985d-a8eb-4efc-bad0-c3194c973ac3",2020-02-17
222,"bb34fd00-d238-441b-90e1-cddb313924a4",2020-02-17
223,"205e0108-8153-4450-beab-f3b8d2df50d9",2020-02-17
224,"ece9a263-8470-4258-80ea-4181451fe4af",2020-02-17
225,"ce1e9dc8-8380-4e95-ac92-3f1696a878e2",2020-02-17
226,"43817acf-336f-4119-9768-19b2035072cf",2020-02-17
227,"7a785a30-a531-4f41-af3d-79759954e004",2020-02-17
228,"62fecb7b-fdfb-4752-a051-d988ce468f88",2020-02-17
229,"ca8e3828-fde7-4b0e-80ec-fc9c8be313eb",2020-02-17
230,"120bb001-928b-47ea-b3f9-3fc4feabe201",2020-02-17
231,"2567bbcf-8fbd-4d6e-b556-1d02e701dcb2",2020-02-17
232,"4a537c0a-cf6a-448d-8ef0-b0e82bcf5393",2020-02-17
233,"61fc8d51-acc8-46f0-98da-f8f12935c78a",2020-02-17
234,"876b2c26-c224-4a93-a4b2-e93d33ffcb4e",2020-02-17
235,"a218cc11-faab-4e40-8dbc-2ac17127eb1c",2020-02-17
236,"61c33703-9eba-4f7a-9086-2410639f84b5",2020-02-17
237,"30d5e4df-18ee-41c9-9eea-0da33d1bb1fe",2020-02-17
238,"850b16a7-a568-4ff4-8d39-610d1edf5724",2020-02-17
239,"6d563c55-f8ab-48e8-b541-b5674476d278",2020-02-17
240,"84a3c77e-4e72-42e3-9199-5c60c93b9fd4",2020-02-17
241,"5af9a00e-91fb-44d7-8ae8-8355233f42f0",2020-02-17
242,"b2264268-de82-4e3d-ad9d-e69e02c49bb1",2020-02-17
243,"c348e364-745f-4cfb-ae2c-c3d106dfb778",2020-02-17
244,"36492b60-151a-4042-b5af-cf1e288288a9",2020-02-17
245,"2ecc9303-14ed-427e-9dc9-93822d30be36",2020-02-17
246,"c61a2c9f-488e-4236-a359-485d361571b9",2020-02-17
